Seven (feat. Latto) (Explicit Ver.),2023,"Latto, Jung Kook",,,,,,,,,,,
Dijeron Que No La Iba Lograr,2023,"Fuerza Regida, Chino Pacas",,,,,,,,,,,
Midnight Rain,2022,Taylor Swift,,,,,,,,,,,
If We Ever Broke Up,2023,Mae Stephens,,,,,,,,,,,
You Proof,2022,Morgan Wallen,,,,,,,,,,,
LA INOCENTE,2022,"Feid, Mora",,,,,,,,,,,
Malas Decisiones,2022,Kenia OS,,,,,,,,,,,
Murder In My Mind,2022,Kordhell,,,,,,,,,,,
Gangsta's Paradise,1995,"Coolio, L.V.",,,,,,,,,,,
CAIRO,2022,"Karol G, Ovy On The Drums",,,,,,,,,,,
I Love You So,2014,The Walters,,,,,,,,,,,
Dark Red,2017,Steve Lacy,,,,,,,,,,,
Say You Won't Let Go,2016,James Arthur,,,,,,,,,,,
The Hills,2015,The Weeknd,,,,,,,,,,,
Heart To Heart,2019,Mac DeMarco,,,,,,,,,,,
Peaches (from The Super Mario Bros. Movie),2023,Jack Black,,,,,,,,,,,
Marisola - Remix,2022,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",,,,,,,,,,,
LOKERA,2022,"Brray, Rauw Alejandro, Lyanno",,,,,,,,,,,
Low,2022,SZA,,,,,,,,,,,
Numb,2003,Linkin Park,,,,,,,,,,,
Tormenta (feat. Bad Bunny),2023,"Gorillaz, Bad Bunny",,,,,,,,,,,
on the street (with J. Cole),2023,"j-hope, J. Cole",,,,,,,,,,,
One Thing At A Time,2022,Morgan Wallen,,,,,,,,,,,
Miss You,2022,"Robin Schulz, Oliver Tree",,,,,,,,,,,
Ainï¿½ï¿½ï¿½t Tha,2023,Morgan Wallen,,,,,,,,,,,
Thinkinï¿½ï¿½ï¿½ B,2023,Morgan Wallen,,,,,,,,,,,
Private Landing (feat. Justin Bieber & Future),2023,"Don Toliver, Future, Justin Bieber",,,,,,,,,,,
Everything I Love,2023,Morgan Wallen,,,,,,,,,,,
Heaven,2023,Niall Horan,,,,,,,,,,,
LET GO,2022,Central Cee,,,,,,,,,,,
Sial,2023,Mahalini,,,,,,,,,,,
I Wrote The Book,2023,Morgan Wallen,,,,,,,,,,,
"Apna Bana Le (From ""Bhediya"")",2022,"Arijit Singh, Sachin-Jigar",,,,,,,,,,,
SPIT IN MY FACE!,2022,ThxSoMch,,,,,,,,,,,
PLAYA DEL INGLï¿½,2022,"Myke Towers, Quevedo",,,,,,,,,,,
Man Made A Bar (feat. Eric Church),2023,"Morgan Wallen, Eric Church",,,,,,,,,,,
Red Ruby Da Sleeze,2023,Nicki Minaj,,,,,,,,,,,
Kahani Suno 2.0,2022,Kaifi Khalil,,,,,,,,,,,
Nobody Gets Me,2022,SZA,,,,,,,,,,,
PERO Tï¿,2023,"Karol G, Quevedo",,,,,,,,,,,
Hype Boy,2022,NewJeans,,,,,,,,,,,
Bloody Mary,2011,Lady Gaga,,,,,,,,,,,
Monotonï¿½,2022,"Ozuna, Shakira",,,,,,,,,,,
ýýý98 Braves,2023,Morgan Wallen,,,,,,,,,,,
WANDA,2023,Quevedo,,,,,,,,,,,
Thought You Should Know,2022,Morgan Wallen,,,,,,,,,,,
In The End,2000,Linkin Park,,,,,,,,,,,
Zona De Perigo,2022,Leo Santana,,,,,,,,,,,
Lovezinho,2022,Treyce,,,,,,,,,,,
I Like You (A Happier Song) (with Doja Cat),2022,"Post Malone, Doja Cat",,,,,,,,,,,
Neverita,2022,Bad Bunny,,,,,,,,,,,
Vista Al Mar,2022,Quevedo,,,,,,,,,,,
Sem Alianï¿½ï¿½a no ,2022,"MC Xenon, Os Gemeos da Putaria",,,,,,,,,,,
Enemy (with JID) - from the series Arcane League of Legends,2021,"Imagine Dragons, League of Legends, JID, Arcane",,,,,,,,,,,
Revenge,2017,XXXTENTACION,,,,,,,,,,,
Bombonzinho - Ao Vivo,2022,"Israel & Rodolffo, Ana Castela",,,,,,,,,,,
LA CANCIï¿½,2019,"J Balvin, Bad Bunny",,,,,,,,,,,
Quï¿½ï¿½ Ago,2022,"Yuridia, Angela Aguilar",,,,,,,,,,,
Love Again,2023,The Kid Laroi,,,,,,,,,,,
After Hours,2020,The Weeknd,,,,,,,,,,,
About Damn Time,2022,Lizzo,,,,,,,,,,,
Born With A Beer In My Hand,2023,Morgan Wallen,,,,,,,,,,,
ýýýýýýýýýýýýýýýýýýýýý,2020,Fujii Kaze,,,,,,,,,,,
Besos Moja2,2022,"Wisin & Yandel, ROSALï¿½",,,,,,,,,,,
Maan Meri Jaan,2022,King,,,,,,,,,,,
Moscow Mule,2022,Bad Bunny,,,,,,,,,,,
My Universe,2021,"Coldplay, BTS",,,,,,,,,,,
Devil Donï¿½ï¿½ï¿½,2023,Morgan Wallen,,,,,,,,,,,
LLYLM,2023,ROSALï¿½,,,,,,,,,,,
I'm Not Here To Make Friends,2023,"Sam Smith, Calvin Harris, Jessie Reyez",,,,,,,,,,,
TRUSTFALL,2023,P!nk,,,,,,,,,,,
ANTIFRAGILE,2022,LE SSERAFIM,,,,,,,,,,,
Boy's a liar,2022,PinkPantheress,,,,,,,,,,,
VIBE (feat. Jimin of BTS),2023,"TAEYANG, Jimin",,,,,,,,,,,
Shirt,2022,SZA,,,,,,,,,,,
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,2022,Rihanna,,,,,,,,,,,
STAR WALKIN' (League of Legends Worlds Anthem),2022,Lil Nas X,,,,,,,,,,,
"Sex, Drugs, Etc.",2016,Beach Weather,,,,,,,,,,,
Boy With Luv (feat. Halsey),2019,"Halsey, BTS",,,,,,,,,,,
"Hey, Mickey!",2016,Baby Tate,,,,,,,,,,,
Calm Down,2022,Rï¿½ï,,,,,,,,,,,
Jhoome Jo Pathaan,2022,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",,,,,,,,,,,
Escapism. - Sped Up,2022,"RAYE, 070 Shake",,,,,,,,,,,
Space Song,2015,Beach House,,,,,,,,,,,
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022,"BTS, Jung Kook, FIFA Sound",,,,,,,,,,,
Te Felicito,2022,"Shakira, Rauw Alejandro",,,,,,,,,,,
Muï¿½ï¿½,2023,"Steve Aoki, Tini, La Joaqui",,,,,,,,,,,
TV,2022,Billie Eilish,,,,,,,,,,,
I'm Not The Only One,2014,Sam Smith,,,,,,,,,,,
Heather,2020,Conan Gray,,,,,,,,,,,
"Besharam Rang (From ""Pathaan"")",2022,"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",,,,,,,,,,,
One Kiss (with Dua Lipa),2017,"Calvin Harris, Dua Lipa",,,,,,,,,,,
Sugar Rush Ride,2023,TOMORROW X TOGETHER,,,,,,,,,,,
Pink Venom,2022,BLACKPINK,,,,,,,,,,,
WAIT FOR U (feat. Drake & Tems),2022,"Drake, Future, Tems",,,,,,,,,,,
Don't Start Now,2019,Dua Lipa,,,,,,,,,,,
After Dark,2014,Mr.Kitty,,,,,,,,,,,
Eu Gosto Assim - Ao Vivo,2022,"Gustavo Mioto, Mari Fernandez",,,,,,,,,,,
INDUSTRY BABY (feat. Jack Harlow),2021,"Jack Harlow, Lil Nas X",,,,,,,,,,,
MIDDLE OF THE NIGHT,2020,Elley Duhï¿,,,,,,,,,,,
Atlantis,2015,Seafret,,,,,,,,,,,
PUNTO 40,2022,"Baby Rasta, Rauw Alejandro",,,,,,,,,,,
Evoque Prata,2022,"DJ Escobar, MC MENOR SG, MC MENOR HR",,,,,,,,,,,
How Do I Say Goodbye,2022,Dean Lewis,,,,,,,,,,,
Blind,2022,SZA,,,,,,,,,,,
Die For You,2022,Joji,,,,,,,,,,,
Doja,2022,Central Cee,,,,,,,,,,,
Gatita,2022,Bellakath,,,,,,,,,,,
Rumble,2022,"Skrillex, Flowdan, Fred again..",,,,,,,,,,,
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],2022,"Travis Scott, 21 Savage, Metro Boomin",,,,,,,,,,,
Yonaguni,2021,Bad Bunny,,,,,,,,,,,
Super Freaky Girl,2022,Nicki Minaj,,,,,,,,,,,
Running Up That Hill (A Deal With God),1985,Kate Bush,,,,,,,,,,,
Dream On,1973,Aerosmith,,,,,,,,,,,
Limbo,2022,Freddie Dredd,,,,,,,,,,,
Where Are You Now,2021,"Lost Frequencies, Calum Scott",,,,,,,,,,,
WORTH NOTHING,2022,"Twisted, Oliver Tree",,,,,,,,,,,
Bad Habits,2020,Ed Sheeran,,,,,,,,,,,
KICK BACK,2022,Kenshi Yonezu,,,,,,,,,,,
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,2022,Omar Apollo,,,,,,,,,,,
Good Days,2020,SZA,,,,,,,,,,,
Levitating (feat. DaBaby),2020,"Dua Lipa, DaBaby",,,,,,,,,,,
Woman,2021,Doja Cat,,,,,,,,,,,
Shut up My Moms Calling - (Sped Up),2022,Hotel Ugly,,,,,,,,,,,
Ferrari,2022,"James Hype, Miggy Dela Rosa",,,,,,,,,,,
"You're On Your Own, Kid",2022,Taylor Swift,,,,,,,,,,,
"Kesariya (From ""Brahmastra"")",2022,"Pritam, Arijit Singh, Amitabh Bhattacharya",,,,,,,,,,,
Agudo Mï¿½ï¿½gi,1930,"Styrx, utku INC, Thezth",,,,,,,,,,,
Payphone,2012,"Maroon 5, Wiz Khalifa",,,,,,,,,,,
All I Want for Christmas Is You,1994,Mariah Carey,,,,,,,,,,,
Last Christmas,1984,Wham!,,,,,,,,,,,
Rockin' Around The Christmas Tree,1958,Brenda Lee,,,,,,,,,,,
Jingle Bell Rock,1957,Bobby Helms,,,,,,,,,,,
It's Beginning To Look A Lot Like Christmas,2011,Michael Bublï¿,,,,,,,,,,,
Santa Tell Me,2013,Ariana Grande,,,,,,,,,,,
It's the Most Wonderful Time of the Year,1963,Andy Williams,,,,,,,,,,,
Let It Snow! Let It Snow! Let It Snow!,1959,Dean Martin,,,,,,,,,,,
Snowman,2017,Sia,,,,,,,,,,,
Underneath the Tree,2013,Kelly Clarkson,,,,,,,,,,,
Feliz Navidad,1970,Josï¿½ï¿½ Felic,,,,,,,,,,,
Holly Jolly Christmas,2011,Michael Bublï¿,,,,,,,,,,,
Mistletoe,2011,Justin Bieber,,,,,,,,,,,
Sleigh Ride,1963,The Ronettes,,,,,,,,,,,
Seek & Destroy,2022,SZA,,,,,,,,,,,
Love Language,2022,SZA,,,,,,,,,,,
Happy Xmas (War Is Over),1971,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",,,,,,,,,,,
Used (feat. Don Toliver),2022,"SZA, Don Toliver",,,,,,,,,,,
A Holly Jolly Christmas - Single Version,1952,Burl Ives,,,,,,,,,,,
The Christmas Song (Merry Christmas To You) - Remastered 1999,1946,Nat King Cole,,,,,,,,,,,
Wonderful Christmastime - Edited Version / Remastered 2011,1979,Paul McCartney,,,,,,,,,,,
Do They Know It's Christmas? - 1984 Version,1984,Band Aid,,,,,,,,,,,
Ghost in the Machine (feat. Phoebe Bridgers),2022,"SZA, Phoebe Bridgers",,,,,,,,,,,
Special,2022,SZA,,,,,,,,,,,
Merry Christmas Everyone,1984,Shakin' Stevens,,,,,,,,,,,
Let It Snow! Let It Snow! Let It Snow!,1950,"Frank Sinatra, B. Swanson Quartet",,,,,,,,,,,
SOS,2022,SZA,,,,,,,,,,,
Open Arms (feat. Travis Scott),2022,"SZA, Travis Scott",,,,,,,,,,,
White Christmas,1942,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",,,,,,,,,,,
Driving Home for Christmas - 2019 Remaster,1986,Chris Rea,,,,,,,,,,,
Christmas (Baby Please Come Home),1963,Darlene Love,,,,,,,,,,,
Gone Girl,2022,SZA,,,,,,,,,,,
F2F,2022,SZA,,,,,,,,,,,
Notice Me,2022,SZA,,,,,,,,,,,
Merry Christmas,2017,"Ed Sheeran, Elton John",,,,,,,,,,,
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),1958,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",,,,,,,,,,,
My Only Wish (This Year),2000,Britney Spears,,,,,,,,,,,
Antidepresan,2022,"Mabel Matiz, Mert Demir",,,,,,,,,,,
Wild Flower (with youjeen),2022,RM,,,,,,,,,,,
I Hate U,2021,SZA,,,,,,,,,,,
Raindrops (Insane) [with Travis Scott],2022,"Travis Scott, Metro Boomin",,,,,,,,,,,
SPIT IN MY FACE!,2022,ThxSoMch,,,,,,,,,,,
Deck The Hall - Remastered 1999,1959,Nat King Cole,,,,,,,,,,,
Smoking on my Ex Pack,2022,SZA,,,,,,,,,,,
Conceited,2022,SZA,,,,,,,,,,,
Snow On The Beach (feat. Lana Del Rey),2022,"Taylor Swift, Lana Del Rey",,,,,,,,,,,
Maroon,2022,Taylor Swift,,,,,,,,,,,
Tubarï¿½ï¿½o Te,2022,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",,,,,,,,,,,
Bejeweled,2022,Taylor Swift,,,,,,,,,,,
Tarot,2022,"Bad Bunny, Jhay Cortez",,,,,,,,,,,
You Make It Feel Like Christmas (feat. Blake Shelton),2005,"Gwen Stefani, Blake Shelton",,,,,,,,,,,
Desesperados,2021,"Chencho Corleone, Rauw Alejandro",,,,,,,,,,,
Too Late,2022,SZA,,,,,,,,,,,
Party,2022,"Bad Bunny, Rauw Alejandro",,,,,,,,,,,
Run Rudolph Run - Single Version,1958,Chuck Berry,,,,,,,,,,,
Jingle Bells - Remastered 1999,1957,Frank Sinatra,,,,,,,,,,,
Far,2022,SZA,,,,,,,,,,,
On Time (with John Legend),2022,"John Legend, Metro Boomin",,,,,,,,,,,
GATï¿½ï¿½,2022,"Maldy, Karol G",,,,,,,,,,,
ýýýabcdefu,2021,Gayle,,,,,,,,,,,
Sacrifice,2022,The Weeknd,,,,,,,,,,,
Is There Someone Else?,2022,The Weeknd,,,,,,,,,,,
Fingers Crossed,2022,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",,,,,,,,,,,
Out of Time,2022,The Weeknd,,,,,,,,,,,
Do It To It,2021,"Cherish, ACRAZE",,,,,,,,,,,
We Don't Talk About Bruno,2021,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",,,,,,,,,,,
Pepas,2021,Farruko,,,,,,,,,,,
How Do I Make You Love Me?,2022,The Weeknd,,,,,,,,,,,
Gasoline,2022,The Weeknd,,,,,,,,,,,
Infinity,2017,Jaymes Young,,,,,,,,,,,
Less Than Zero,2022,The Weeknd,,,,,,,,,,,
Take My Breath,2021,The Weeknd,,,,,,,,,,,
good 4 u,2021,Olivia Rodrigo,,,,,,,,,,,
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr",2022,"The Weeknd, Tyler, The Creator",,,,,,,,,,,
Best Friends,2022,The Weeknd,,,,,,,,,,,
Kiss Me More (feat. SZA),2021,"SZA, Doja Cat",,,,,,,,,,,
I Heard You're Married (feat. Lil Wayne),2022,"The Weeknd, Lil Wayne",,,,,,,,,,,
Need To Know,2021,Doja Cat,,,,,,,,,,,
MONTERO (Call Me By Your Name),2020,Lil Nas X,,,,,,,,,,,
love nwantiti (ah ah ah),2019,Ckay,,,,,,,,,,,
Dawn FM,2022,The Weeknd,,,,,,,,,,,
Surface Pressure,2021,Jessica Darrow,,,,,,,,,,,
Starry Eyes,2022,The Weeknd,,,,,,,,,,,
THATS WHAT I WANT,2021,Lil Nas X,,,,,,,,,,,
One Right Now (with The Weeknd),2021,"The Weeknd, Post Malone",,,,,,,,,,,
Beggin,2017,Mï¿½ï¿½ne,,,,,,,,,,,
Mon Amour - Remix,2020,"Aitana, zzoilo",,,,,,,,,,,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021,"Julieta Venegas, Bad Bunny, Tainy",,,,,,,,,,,
MONEY,2021,Lisa,,,,,,,,,,,
The Motto,2021,"Tiï¿½ï¿½sto, Ava",,,,,,,,,,,
Happier Than Ever,2021,Billie Eilish,,,,,,,,,,,
Moth To A Flame (with The Weeknd),2021,"The Weeknd, Swedish House Mafia",,,,,,,,,,,
traitor,2021,"Juan Cruz Toledo, Huilen Toledo",,,,,,,,,,,
Toxic,2021,BoyWithUke,,,,,,,,,,,
drivers license,2021,Olivia Rodrigo,,,,,,,,,,,
Malvadï¿½ï¿,2021,"Xamï¿½ï¿½, Gustah, Neo B",,,,,,,,,,,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),2021,Taylor Swift,,,,,,,,,,,
Donï¿½ï¿½ï¿½t Break My,2022,The Weeknd,,,,,,,,,,,
Oh My God,2021,Adele,,,,,,,,,,,
Entre Nosotros (Remix) [con Nicki Nicole],2022,"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",,,,,,,,,,,
A Tale By Quincy,2022,The Weeknd,,,,,,,,,,,
I AM WOMAN,2021,Emmy Meli,,,,,,,,,,,
Medallo,2021,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",,,,,,,,,,,
It'll Be Okay,2021,Shawn Mendes,,,,,,,,,,,
Softcore,2018,The Neighbourhood,,,,,,,,,,,
Super Gremlin,2021,Kodak Black,,,,,,,,,,,
Volvï¿,2021,"Aventura, Bad Bunny",,,,,,,,,,,
Todo De Ti,2020,Rauw Alejandro,,,,,,,,,,,
Love Nwantiti - Remix,2019,"Ckay, AX'EL, Dj Yo!",,,,,,,,,,,
Smokin Out The Window,2021,"Bruno Mars, Anderson .Paak, Silk Sonic",,,,,,,,,,,
Meet Me At Our Spot,2020,"THE ANXIETY, Willow, Tyler Cole",,,,,,,,,,,
Every Angel is Terrifying,2022,The Weeknd,,,,,,,,,,,
Tacones Rojos,2021,Sebastian Yatra,,,,,,,,,,,
Peaches (feat. Daniel Caesar & Giveon),2021,"Justin Bieber, Daniel Caesar, Giveon",,,,,,,,,,,
Dakiti,2020,"Bad Bunny, Jhay Cortez",,,,,,,,,,,
"Tiago PZK: Bzrp Music Sessions, Vol. 48",2021,"Bizarrap, Tiago pzk",,,,,,,,,,,
Lï¿½ï¿½ï¿,2022,Stromae,,,,,,,,,,,
Nostï¿½ï¿½l,2021,"Chris Brown, Rvssian, Rauw Alejandro",,,,,,,,,,,
Better Days (NEIKED x Mae Muller x Polo G),2021,"NEIKED, Mae Muller, Polo G",,,,,,,,,,,
Life Goes On,2020,Oliver Tree,,,,,,,,,,,
Sad Girlz Luv Money Remix (feat. Kali Uchis),2021,"Kali Uchis, Amaarae, Moliy",,,,,,,,,,,
Butter,2021,BTS,,,,,,,,,,,
pushin P (feat. Young Thug),2022,"Young Thug, Future, Gunna",,,,,,,,,,,
You Right,2021,"Doja Cat, The Weeknd",,,,,,,,,,,
deja vu,2021,Olivia Rodrigo,,,,,,,,,,,
Dynamite,2020,BTS,,,,,,,,,,,
TO THE MOON,2021,Jnr Choi,,,,,,,,,,,
Lost in the Fire,2019,"The Weeknd, Gesaffelstein",,,,,,,,,,,
Salimo de Noche,2021,"Trueno, Tiago pzk",,,,,,,,,,,
Volando - Remix,2021,"Sech, Bad Bunny, Mora",,,,,,,,,,,
Leave The Door Open,2021,"Bruno Mars, Anderson .Paak, Silk Sonic",,,,,,,,,,,
Knife Talk (with 21 Savage ft. Project Pat),2021,"Drake, Project Pat, 21 Savage",,,,,,,,,,,
Don't Be Shy,2021,"Tiï¿½ï¿½sto, Kar",,,,,,,,,,,
Love Grows (Where My Rosemary Goes),1970,Edison Lighthouse,,,,,,,,,,,
LA FAMA (with The Weeknd),2021,"The Weeknd, ROSALï¿½",,,,,,,,,,,
The Family Madrigal,2021,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",,,,,,,,,,,
Phantom Regret by Jim,2022,The Weeknd,,,,,,,,,,,
Dos Oruguitas,2021,Sebastian Yatra,,,,,,,,,,,
Freaks,2015,Surf Curse,,,,,,,,,,,
Acapulco,2021,Jason Derulo,,,,,,,,,,,
Daddy Issues,2015,The Neighbourhood,,,,,,,,,,,
thought i was playing,2022,"21 Savage, Gunna",,,,,,,,,,,
ELEVEN,2021,IVE,,,,,,,,,,,
Mood (feat. Iann Dior),2020,"24kgoldn, Iann Dior",,,,,,,,,,,
What Else Can I Do?,2021,"Stephanie Beatriz, Diane Guerrero",,,,,,,,,,,
DANCE CRIP,2021,Trueno,,,,,,,,,,,
Miserable Man,2022,David Kushner,,,,,,,,,,,
happier,2021,Olivia Rodrigo,,,,,,,,,,,
Praise God,2021,Kanye West,,,,,,,,,,,
Get Into It (Yuh),2021,Doja Cat,,,,,,,,,,,
Before You Go,2019,Lewis Capaldi,,,,,,,,,,,
Sky,2020,Playboi Carti,,,,,,,,,,,
Rolling in the Deep,2010,Adele,,,,,,,,,,,
Sobrio,2021,Maluma,,,,,,,,,,,
Peru,2021,"Ed Sheeran, Fireboy DML",,,,,,,,,,,
favorite crime,2021,Olivia Rodrigo,,,,,,,,,,,
Thunder,2021,"Prezioso, Gabry Ponte, LUM!X",,,,,,,,,,,
The Business,2020,Tiï¿½ï¿,,,,,,,,,,,
positions,2020,Ariana Grande,,,,,,,,,,,
I WANNA BE YOUR SLAVE,2021,Mï¿½ï¿½ne,,,,,,,,,,,
Vai Lï¿½ï¿½ Em Casa ,2021,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",,,,,,,,,,,
The Feels,2021,TWICE,,,,,,,,,,,
HEARTBREAK ANNIVERSARY,2020,Giveon,,,,,,,,,,,
No Lie,2016,"Sean Paul, Dua Lipa",,,,,,,,,,,
OUT OUT (feat. Charli XCX & Saweetie),2021,"Charli XCX, Jax Jones, Joel Corry, Saweetie",,,,,,,,,,,
Pope Is a Rockstar,2016,SALES,,,,,,,,,,,
2055,2021,Sleepy hallow,,,,,,,,,,,
Bored,2017,Billie Eilish,,,,,,,,,,,
Happier Than Ever - Edit,2021,Billie Eilish,,,,,,,,,,,
Astronaut In The Ocean,2019,Masked Wolf,,,,,,,,,,,
Ley Seca,2021,"Anuel Aa, Jhay Cortez",,,,,,,,,,,
Every Summertime,2021,NIKI,,,,,,,,,,,
Talking To The Moon,2010,Bruno Mars,,,,,,,,,,,
you broke me first,2020,Tate McRae,,,,,,,,,,,
The Nights,2014,Avicii,,,,,,,,,,,
Take My Breath,2021,The Weeknd,,,,,,,,,,,
Way 2 Sexy (with Future & Young Thug),2021,"Drake, Future, Young Thug",,,,,,,,,,,
Cï¿½ï¿½,2021,Rauw Alejandro,,,,,,,,,,,
Enemy - from the series Arcane League of Legends,2021,"Imagine Dragons, League of Legends, Arcane",,,,,,,,,,,
Dance Monkey,2019,Tones and I,,,,,,,,,,,
Lucid Dreams,2017,Juice WRLD,,,,,,,,,,,
