Seven (feat. Latto) (Explicit Ver.),2023,"Latto, Jung Kook",,,,,,,,,,,
Quï¿½ï¿½ Mï¿½ï¿,2021,"J Balvin, Maria Becerra",,,,,,,,,,,
All of Me,2013,John Legend,,,,,,,,,,,
Smells Like Teen Spirit - Remastered 2021,1991,Nirvana,,,,,,,,,,,
Arcade,2019,Duncan Laurence,,,,,,,,,,,
Fair Trade (with Travis Scott),2021,"Drake, Travis Scott",,,,,,,,,,,
Bar,2021,"Tini, L-Gante",,,,,,,,,,,
The Rumbling (TV Size),2022,SiM,,,,,,,,,,,
family ties (with Kendrick Lamar),2021,"Kendrick Lamar, Baby Keem",,,,,,,,,,,
Mr. Brightside,2003,The Killers,,,,,,,,,,,
Blessed-Cursed,2022,ENHYPEN,,,,,,,,,,,
AM Remix,2021,"J Balvin, Nio Garcia, Bad Bunny",,,,,,,,,,,
Streets,2019,Doja Cat,,,,,,,,,,,
Shallow,2018,"Lady Gaga, Bradley Cooper",,,,,,,,,,,
Polaroid Love,2022,ENHYPEN,,,,,,,,,,,
Leave Before You Love Me (with Jonas Brothers),2021,"Marshmello, Jonas Brothers",,,,,,,,,,,
Permission to Dance,2021,BTS,,,,,,,,,,,
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,2021,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",,,,,,,,,,,
RAPSTAR,2021,Polo G,,,,,,,,,,,
'Till I Collapse,2002,"Eminem, Nate Dogg",,,,,,,,,,,
Memories,2019,Maroon 5,,,,,,,,,,,
Se Le Ve,2021,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",,,,,,,,,,,
25k jacket (feat. Lil Baby),2022,"Gunna, Lil Baby",,,,,,,,,,,
When Iï¿½ï¿½ï¿½m Gone (with Katy ,2021,"Katy Perry, Alesso",,,,,,,,,,,
Esqueï¿½ï¿½a-Me Se For C,2021,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",,,,,,,,,,,
Miï¿½ï¿½n,2021,"Tini, Maria Becerra",,,,,,,,,,,
Sï¿½ï¿½,2021,"Anuel Aa, Myke Towers, Jhay Cortez",,,,,,,,,,,
MAMIII,2022,"Karol G, Becky G",,,,,,,,,,,
Still D.R.E.,1999,"Dr. Dre, Snoop Dogg",,,,,,,,,,,
Stay Alive (Prod. SUGA of BTS),2022,Jung Kook,,,,,,,,,,,
Boyfriend,2022,Dove Cameron,,,,,,,,,,,
The Joker And The Queen (feat. Taylor Swift),2022,"Ed Sheeran, Taylor Swift",,,,,,,,,,,
The Next Episode,1999,"Dr. Dre, Snoop Dogg",,,,,,,,,,,
Light Switch,2022,Charlie Puth,,,,,,,,,,,
City of Gods,2022,"Kanye West, Alicia Keys, Fivio Foreign",,,,,,,,,,,
Brividi,2022,"Mahmood, Blanco",,,,,,,,,,,
Lost,2012,Frank Ocean,,,,,,,,,,,
In Da Club,2002,50 Cent,,,,,,,,,,,
she's all i wanna be,2022,Tate McRae,,,,,,,,,,,
Ginseng Strip 2002,2013,Yung Lean,,,,,,,,,,,
All For Us - from the HBO Original Series Euphoria,2019,"Labrinth, Zendaya",,,,,,,,,,,
Notion,2016,The Rare Occasions,,,,,,,,,,,
Formula,2019,Labrinth,,,,,,,,,,,
Mount Everest,2019,Labrinth,,,,,,,,,,,
Excuses,2020,"Intense, AP Dhillon, Gurinder Gill",,,,,,,,,,,
Cigarettes,2021,Juice WRLD,,,,,,,,,,,
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",2022,"Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",,,,,,,,,,,
California Love - Original Version (Explicit),1995,"Dr. Dre, 2Pac, Roger",,,,,,,,,,,
Forgot About Dre,1999,"Eminem, Dr. Dre",,,,,,,,,,,
Down Under (feat. Colin Hay),2021,"Luude, Colin Hay",,,,,,,,,,,
Mujeriego,2021,Ryan Castro,,,,,,,,,,,
HUMBLE.,2017,Kendrick Lamar,,,,,,,,,,,
Stan,1999,"Eminem, Dido",,,,,,,,,,,
Contection,2020,"GODZZ__-, Zakaria",,,,,,,,,,,
Swim,2017,Chase Atlantic,,,,,,,,,,,
A Tu Merced,2020,Bad Bunny,,,,,,,,,,,
Numb Little Bug,2022,Em Beihold,,,,,,,,,,,
212,2022,"Mainstreet, Chefin",,,,,,,,,,,
Problemï¿½,2021,"Alvaro Diaz, Rauw Alejandro",,,,,,,,,,,
Bussin,2022,"Nicki Minaj, Lil Baby",,,,,,,,,,,
Worst Day,2022,Future,,,,,,,,,,,
Malvada,2022,Zï¿½ï¿½ Fe,,,,,,,,,,,
Hrs and Hrs,2021,Muni Long,,,,,,,,,,,
Alien Blues,2015,Vundabar,,,,,,,,,,,
Thinking Out Loud,2014,Ed Sheeran,,,,,,,,,,,
Still Don't Know My Name,2019,Labrinth,,,,,,,,,,,
Christmas Tree,2021,V,,,,,,,,,,,
Mal Feito - Ao Vivo,2022,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",,,,,,,,,,,
When I R.I.P.,2019,Labrinth,,,,,,,,,,,
Do We Have A Problem?,2022,"Nicki Minaj, Lil Baby",,,,,,,,,,,
Forever,2019,Labrinth,,,,,,,,,,,
Gospel (with Eminem),2022,"Eminem, Dr. Dre",,,,,,,,,,,
Seï¿½ï¿½o,2019,"Shawn Mendes, Camila Cabello",,,,,,,,,,,
NEW MAGIC WAND,2019,"Tyler, The Creator",,,,,,,,,,,
Adore You,2019,Harry Styles,,,,,,,,,,,
La Santa,2020,"Daddy Yankee, Bad Bunny",,,,,,,,,,,
Something In The Way - Remastered 2021,1991,Nirvana,,,,,,,,,,,
Sweetest Pie,2022,"Dua Lipa, Megan Thee Stallion",,,,,,,,,,,
Bam Bam (feat. Ed Sheeran),2022,"Camila Cabello, Ed Sheeran",,,,,,,,,,,
Una Noche en Medellï¿½,2022,Cris Mj,,,,,,,,,,,
Envolver,2021,Anitta,,,,,,,,,,,
Starlight,2022,Dave,,,,,,,,,,,
Hati-Hati di Jalan,2022,Tulus,,,,,,,,,,,
"I'm Tired - From ""Euphoria"" An Original HBO Series",2022,Labrinth,,,,,,,,,,,
DANï¿½ï¿½A,2022,"Mc Pedrinho, Pedro Sampaio",,,,,,,,,,,
Yo Voy (feat. Daddy Yankee),2004,Zion & Lennox,,,,,,,,,,,
"Residente: Bzrp Music Sessions, Vol. 49",2022,"Residente, Bizarrap",,,,,,,,,,,
Jordan,2021,Ryan Castro,,,,,,,,,,,
Nail Tech,2022,Jack Harlow,,,,,,,,,,,
Chale,2022,Eden Muï¿½ï,,,,,,,,,,,
DARARI,2022,Treasure,,,,,,,,,,,
Ya No Somos Ni Seremos,2022,Christian Nodal,,,,,,,,,,,
Thinking with My Dick,2013,"Kevin Gates, Juicy J",,,,,,,,,,,
Freaky Deaky,2022,"Tyga, Doja Cat",,,,,,,,,,,
this is what falling in love feels like,2021,JVKE,,,,,,,,,,,
La Zona,2020,Bad Bunny,,,,,,,,,,,
Bohemian Rhapsody - Remastered 2011,1975,Queen,,,,,,,,,,,
Hope,2018,XXXTENTACION,,,,,,,,,,,
Levitating,2020,Dua Lipa,,,,,,,,,,,
Wake Me Up - Radio Edit,2013,Avicii,,,,,,,,,,,
"jealousy, jealousy",2021,Olivia Rodrigo,,,,,,,,,,,
Monï¿½ï¿½y so,2021,YEAT,,,,,,,,,,,
Demasiadas Mujeres,2020,C. Tangana,,,,,,,,,,,
Something Just Like This,2017,"The Chainsmokers, Coldplay",,,,,,,,,,,
Closer,2016,"The Chainsmokers, Halsey",,,,,,,,,,,
O.O,2022,NMIXX,,,,,,,,,,,
Somebody That I Used To Know,2011,"Gotye, Kimbra",,,,,,,,,,,
Tom's Diner,2019,"AnnenMayKantereit, Giant Rooks",,,,,,,,,,,
First Class,2022,Jack Harlow,,,,,,,,,,,
Plan A,2022,Paulo Londra,,,,,,,,,,,
Fuera del mercado,2022,Danny Ocean,,,,,,,,,,,
X ï¿½ï¿½LTIMA,2022,"Daddy Yankee, Bad Bunny",,,,,,,,,,,
When You're Gone,2022,Shawn Mendes,,,,,,,,,,,
In My Head,2022,Lil Tjay,,,,,,,,,,,
Wait a Minute!,2015,Willow,,,,,,,,,,,
LOVE DIVE,2022,IVE,,,,,,,,,,,
Pantysito,2022,"Feid, Alejo, Robi",,,,,,,,,,,
Chance,2022,Paulo Londra,,,,,,,,,,,
Cool for the Summer,2015,Demi Lovato,,,,,,,,,,,
psychofreak (feat. WILLOW),2022,"Camila Cabello, Willow",,,,,,,,,,,
Angel Baby,2021,Troye Sivan,,,,,,,,,,,
Vampiro,2022,"Matuï¿½ï¿½, Wiu, ",,,,,,,,,,,
Si Quieren Frontear,2022,"De La Ghetto, Duki, Quevedo",,,,,,,,,,,
Right On,2022,Lil Baby,,,,,,,,,,,
Me Arrepentï¿,2022,"Ak4:20, Cris Mj, Pailita",,,,,,,,,,,
That's Hilarious,2022,Charlie Puth,,,,,,,,,,,
Soy El Unico,2022,Yahritza Y Su Esencia,,,,,,,,,,,
RUMBATï¿½,2022,Daddy Yankee,,,,,,,,,,,
sentaDONA (Remix) s2,2022,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",,,,,,,,,,,
Falling,2019,Harry Styles,,,,,,,,,,,
Sigue,1996,"Ed Sheeran, J Balvin",,,,,,,,,,,
Fim de Semana no Rio,2022,teto,,,,,,,,,,,
MANIAC,2022,Stray Kids,,,,,,,,,,,
There's Nothing Holdin' Me Back,2016,Shawn Mendes,,,,,,,,,,,
IDGAF (with blackbear),2022,"Blackbear, BoyWithUke",,,,,,,,,,,
Golden,2019,Harry Styles,,,,,,,,,,,
Get Lucky - Radio Edit,2013,"Pharrell Williams, Nile Rodgers, Daft Punk",,,,,,,,,,,
Ain't Shit,2021,Doja Cat,,,,,,,,,,,
"Nobody Like U - From ""Turning Red""",2022,"Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",,,,,,,,,,,
Still Life,2022,BIGBANG,,,,,,,,,,,
Photograph,2014,Ed Sheeran,,,,,,,,,,,
Love Yourself,2015,Justin Bieber,,,,,,,,,,,
N95,2022,Kendrick Lamar,,,,,,,,,,,
About Damn Time,2022,Lizzo,,,,,,,,,,,
Die Hard,2022,"Kendrick Lamar, Blxst, Amanda Reifer",,,,,,,,,,,
Despuï¿½ï¿½s de la P,2022,Bad Bunny,,,,,,,,,,,
Un Ratito,2022,Bad Bunny,,,,,,,,,,,
United In Grief,2022,Kendrick Lamar,,,,,,,,,,,
Father Time (feat. Sampha),2022,"Kendrick Lamar, Sampha",,,,,,,,,,,
Yo No Soy Celoso,2022,Bad Bunny,,,,,,,,,,,
Rich Spirit,2022,Kendrick Lamar,,,,,,,,,,,
Cooped Up (with Roddy Ricch),2022,"Post Malone, Roddy Ricch",,,,,,,,,,,
Me Fui de Vacaciones,2022,Bad Bunny,,,,,,,,,,,
Silent Hill,2022,"Kendrick Lamar, Kodak Black",,,,,,,,,,,
La Corriente,2022,"Tony Dize, Bad Bunny",,,,,,,,,,,
Count Me Out,2022,Kendrick Lamar,,,,,,,,,,,
Andrea,2022,"Buscabulla, Bad Bunny",,,,,,,,,,,
Dos Mil 16,2022,Bad Bunny,,,,,,,,,,,
We Cry Together,2022,"Kendrick Lamar, Taylour Paige",,,,,,,,,,,
Savior,2022,"Kendrick Lamar, Sam Dew, Baby Keem",,,,,,,,,,,
Un Coco,2022,Bad Bunny,,,,,,,,,,,
Otro Atardecer,2022,"Bad Bunny, The Marï¿½ï",,,,,,,,,,,
Worldwide Steppers,2022,Kendrick Lamar,,,,,,,,,,,
Aguacero,2022,Bad Bunny,,,,,,,,,,,
Purple Hearts,2022,"Kendrick Lamar, Ghostface Killah, Summer Walker",,,,,,,,,,,
Un Verano Sin Ti,2022,Bad Bunny,,,,,,,,,,,
ULTRA SOLO,2022,"Polima WestCoast, Pailita",,,,,,,,,,,
Ensï¿½ï¿½ï¿½ï¿½ame ,2022,Bad Bunny,,,,,,,,,,,
El Apagï¿½,2022,Bad Bunny,,,,,,,,,,,
Callaita,2019,"Bad Bunny, Tainy",,,,,,,,,,,
Dua Lipa,2022,Jack Harlow,,,,,,,,,,,
Agosto,2022,Bad Bunny,,,,,,,,,,,
House Of Memories,2016,Panic! At The Disco,,,,,,,,,,,
Mr. Morale,2022,"Kendrick Lamar, Tanna Leone",,,,,,,,,,,
That That (prod. & feat. SUGA of BTS),2022,"PSY, Suga",,,,,,,,,,,
In The Stars,2022,Benson Boone,,,,,,,,,,,
Rich - Interlude,2022,Kendrick Lamar,,,,,,,,,,,
SUPERMODEL,2022,Mï¿½ï¿½ne,,,,,,,,,,,
Stefania (Kalush Orchestra),2022,KALUSH,,,,,,,,,,,
Thousand Miles,2022,The Kid Laroi,,,,,,,,,,,
Crown,2022,Kendrick Lamar,,,,,,,,,,,
Auntie Diaries,2022,Kendrick Lamar,,,,,,,,,,,
PUFFIN ON ZOOTIEZ,2022,Future,,,,,,,,,,,
Mirror,2022,Kendrick Lamar,,,,,,,,,,,
Beautiful Girl,2022,Luciano,,,,,,,,,,,
"Paulo Londra: Bzrp Music Sessions, Vol. 23",2022,"Bizarrap, Paulo Londra",,,,,,,,,,,
Savior - Interlude,2022,Kendrick Lamar,,,,,,,,,,,
Pasoori,2022,"Shae Gill, Ali Sethi",,,,,,,,,,,
Mother I Sober (feat. Beth Gibbons of Portishead),2022,"Kendrick Lamar, Beth Gibbons",,,,,,,,,,,
TUS Lï¿½ï¿½GR,2022,"Sech, Mora",,,,,,,,,,,
Where Did You Go?,2022,"MNEK, Jax Jones",,,,,,,,,,,
I Tried to Tell Y'all,2022,"Ugly Dray, Tesla Jnr",,,,,,,,,,,
Honest (feat. Don Toliver),2022,"Justin Bieber, Don Toliver",,,,,,,,,,,
ZOOM,2022,Jessi,,,,,,,,,,,
SloMo,2021,Chanel,,,,,,,,,,,
FEARLESS,2022,LE SSERAFIM,,,,,,,,,,,
10 Things I Hate About You,2022,Leah Kate,,,,,,,,,,,
SPACE MAN,2022,Sam Ryder,,,,,,,,,,,
With you,2022,"HA SUNG WOON, Jimin",,,,,,,,,,,
Iris,1998,The Goo Goo Dolls,,,,,,,,,,,
The Heart Part 5,2022,Kendrick Lamar,,,,,,,,,,,
San Lucas,2019,Kevin Kaarl,,,,,,,,,,,
This Love (Taylorï¿½ï¿½ï¿½s Ve,2022,Taylor Swift,,,,,,,,,,,
Good Looking,2017,Suki Waterhouse,,,,,,,,,,,
Flowers,2021,Lauren Spencer Smith,,,,,,,,,,,
Yet To Come,2022,BTS,,,,,,,,,,,
Run BTS,2022,BTS,,,,,,,,,,,
Music For a Sushi Restaurant,2022,Harry Styles,,,,,,,,,,,
Matilda,2022,Harry Styles,,,,,,,,,,,
For Youth,2022,BTS,,,,,,,,,,,
Daylight,2022,Harry Styles,,,,,,,,,,,
Vegas (From the Original Motion Picture Soundtrack ELVIS),2022,Doja Cat,,,,,,,,,,,
Cash In Cash Out,2022,"Pharrell Williams, Tyler, The Creator, 21 Savage",,,,,,,,,,,
Potion (with Dua Lipa & Young Thug),2022,"Calvin Harris, Dua Lipa, Young Thug",,,,,,,,,,,
Born Singer,2022,BTS,,,,,,,,,,,
Little Freak,2022,Harry Styles,,,,,,,,,,,
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,2022,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",,,,,,,,,,,
True Love,2022,"Kanye West, XXXTENTACION",,,,,,,,,,,
Satellite,2022,Harry Styles,,,,,,,,,,,
Pass The Dutchie,1982,Musical Youth,,,,,,,,,,,
"Villano Antillano: Bzrp Music Sessions, Vol. 51",2022,"Bizarrap, Villano Antillano",,,,,,,,,,,
Love Of My Life,2022,Harry Styles,,,,,,,,,,,
Grapejuice,2022,Harry Styles,,,,,,,,,,,
So Good,2022,Halsey,,,,,,,,,,,
Belly Dancer,2022,"BYOR, Imanbek",,,,,,,,,,,
Keep Driving,2022,Harry Styles,,,,,,,,,,,
Cinema,2022,Harry Styles,,,,,,,,,,,
Die Young (feat. 347aidan),2022,"Sleepy hallow, 347aidan",,,,,,,,,,,
Only Love Can Hurt Like This,2014,Paloma Faith,,,,,,,,,,,
Hold My Hand,2022,Lady Gaga,,,,,,,,,,,
Daydreaming,2022,Harry Styles,,,,,,,,,,,
Numb,2022,"Marshmello, Khalid",,,,,,,,,,,
Nos Comemos (feat. Ozuna),2022,"Ozuna, Tiago pzk",,,,,,,,,,,
Me and Your Mama,2016,Childish Gambino,,,,,,,,,,,
Crazy What Love Can Do,2022,"David Guetta, Ella Henderson, Becky Hill",,,,,,,,,,,
SLOW DANCING IN THE DARK,2018,Joji,,,,,,,,,,,
Antes de Perderte,2022,Duki,,,,,,,,,,,
Boyfriends,2022,Harry Styles,,,,,,,,,,,
295,2021,Sidhu Moose Wala,,,,,,,,,,,
Tak Ingin Usai,2022,Keisya Levronka,,,,,,,,,,,
En El Radio Un Cochinero,2022,Victor Cibrian,,,,,,,,,,,
Master of Puppets (Remastered),1986,Metallica,,,,,,,,,,,
BREAK MY SOUL,2022,Beyoncï¿,,,,,,,,,,,
ULTRA SOLO REMIX,2022,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",,,,,,,,,,,
Massive,2022,Drake,,,,,,,,,,,
Betty (Get Money),2022,Yung Gravy,,,,,,,,,,,
Ojos Marrones,2022,Lasso,,,,,,,,,,,
POP!,2022,Nayeon,,,,,,,,,,,
Layla,2022,"Schï¿½ï¿½rze, DJ R",,,,,,,,,,,
MORE,2022,j-hope,,,,,,,,,,,
Sweet Child O' Mine,1987,Guns N' Roses,,,,,,,,,,,
Last Last,2022,Burna Boy,,,,,,,,,,,
SNAP,2022,Rosa Linn,,,,,,,,,,,
Sticky,2022,Drake,,,,,,,,,,,
Hot Shit (feat. Ye & Lil Durk),2022,"Kanye West, Lil Durk, Cardi B",,,,,,,,,,,
Ai Preto,2022,"L7nnon, DJ Biel do Furduncinho, Bianca",,,,,,,,,,,
La Loto,2022,"Anitta, Tini, Becky G",,,,,,,,,,,
die first,2022,Nessa Barrett,,,,,,,,,,,
Afraid To Feel,2022,LF System,,,,,,,,,,,
Baile no Morro,2022,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",,,,,,,,,,,
cï¿½ï¿½mo dormi,2022,Rels B,,,,,,,,,,,
Bad Decisions (with BTS & Snoop Dogg),2022,"Snoop Dogg, BTS, Benny Blanco",,,,,,,,,,,
STAYING ALIVE (feat. Drake & Lil Baby),2022,"Drake, DJ Khaled, Lil Baby",,,,,,,,,,,
Caile,2020,Luar La L,,,,,,,,,,,
Si Te La Encuentras Por Ahï¿,2022,Feid,,,,,,,,,,,
GIVENCHY,2022,Duki,,,,,,,,,,,
ALIEN SUPERSTAR,2022,Beyoncï¿,,,,,,,,,,,
Mary On A Cross,2019,Ghost,,,,,,,,,,,
Attention,2022,NewJeans,,,,,,,,,,,
THE SHADE,2022,Rex Orange County,,,,,,,,,,,
"Come Back Home - From ""Purple Hearts""",2022,Sofia Carson,,,,,,,,,,,
El Rescate,2022,"Grupo Marca Registrada, Junior H",,,,,,,,,,,
Heartless,2008,Kanye West,,,,,,,,,,,
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",2022,"Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",,,,,,,,,,,
Siempre Pendientes,2022,"Peso Pluma, Luis R Conriquez",,,,,,,,,,,
JGL,2022,"Luis R Conriquez, La Adictiva",,,,,,,,,,,
Don't You Worry,2022,"David Guetta, Shakira, Black Eyed Peas",,,,,,,,,,,
Pipoco,2022,"Melody, Ana Castela, Dj Chris No Beat",,,,,,,,,,,
Hold Me Closer,2017,"Elton John, Britney Spears",,,,,,,,,,,
Forget Me,2022,Lewis Capaldi,,,,,,,,,,,
After LIKE,2022,IVE,,,,,,,,,,,
Bound 2,2013,Kanye West,,,,,,,,,,,
B.O.T.A. (Baddest Of Them All) - Edit,2022,"Interplanetary Criminal, Eliza Rose",,,,,,,,,,,
Talk that Talk,2022,TWICE,,,,,,,,,,,
BILLIE EILISH.,2022,Armani White,,,,,,,,,,,
Ferxxo 100,2022,Feid,,,,,,,,,,,
KU LO SA - A COLORS SHOW,2022,Oxlade,,,,,,,,,,,
Prohibidox,2022,Feid,,,,,,,,,,,
Static,2022,Steve Lacy,,,,,,,,,,,
The Scientist,2002,Coldplay,,,,,,,,,,,
Sparks,2000,Coldplay,,,,,,,,,,,
Talk,2022,YEAT,,,,,,,,,,,
XQ Te Pones Asï¿,2022,"Yandel, Feid",,,,,,,,,,,
Selfish,2016,PnB Rock,,,,,,,,,,,
Sin Seï¿½ï,2022,"Ovy On The Drums, Quevedo",,,,,,,,,,,
Lady Mi Amor,2022,Feid,,,,,,,,,,,
Poland,2022,Lil Yachty,,,,,,,,,,,
THE LONELIEST,2022,Mï¿½ï¿½ne,,,,,,,,,,,
Bye Bye,2022,"Marshmello, Juice WRLD",,,,,,,,,,,
BABY OTAKU,2022,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",,,,,,,,,,,
Nxde,2022,(G)I-DLE,,,,,,,,,,,
Miss You,1982,Southstar,,,,,,,,,,,
we fell in love in october,2018,girl in red,,,,,,,,,,,
2 Be Loved (Am I Ready),2022,Lizzo,,,,,,,,,,,
Celestial,2022,Ed Sheeran,,,,,,,,,,,
Typa Girl,2022,BLACKPINK,,,,,,,,,,,
I Really Want to Stay at Your House,2020,"Rosa Walton, Hallie Coggins",,,,,,,,,,,
California Breeze,2022,Lil Baby,,,,,,,,,,,
Bamba (feat. Aitch & BIA),2022,"Luciano, Aitch, Bï¿½",,,,,,,,,,,
Casei Com a Putaria,2022,"MC Ryan SP, Love Funk, Mc Paiva ZS",,,,,,,,,,,
Major Distribution,2022,"Drake, 21 Savage",,,,,,,,,,,
Pussy & Millions (feat. Travis Scott),2022,"Drake, Travis Scott, 21 Savage",,,,,,,,,,,
Vigilante Shit,2022,Taylor Swift,,,,,,,,,,,
Question...?,2022,Taylor Swift,,,,,,,,,,,
On BS,2022,"Drake, 21 Savage",,,,,,,,,,,
Mastermind,2022,Taylor Swift,,,,,,,,,,,
Circo Loco,2022,"Drake, 21 Savage",,,,,,,,,,,
Labyrinth,2022,Taylor Swift,,,,,,,,,,,
Spin Bout U,2022,"Drake, 21 Savage",,,,,,,,,,,
Sweet Nothing,2022,Taylor Swift,,,,,,,,,,,
"Would've, Could've, Should've",2022,Taylor Swift,,,,,,,,,,,
Con La Brisa,2022,"Ludwig Goransson, Foudeqush",,,,,,,,,,,
Privileged Rappers,2022,"Drake, 21 Savage",,,,,,,,,,,
The Astronaut,2022,Jin,,,,,,,,,,,
BackOutsideBoyz,2022,Drake,,,,,,,,,,,
Broke Boys,2022,"Drake, 21 Savage",,,,,,,,,,,
The Great War,2022,Taylor Swift,,,,,,,,,,,
My Mind & Me,2022,Selena Gomez,,,,,,,,,,,
Bigger Than The Whole Sky,2022,Taylor Swift,,,,,,,,,,,
A Veces (feat. Feid),2022,"Feid, Paulo Londra",,,,,,,,,,,
En La De Ella,2022,"Feid, Sech, Jhayco",,,,,,,,,,,
Alone,2022,Burna Boy,,,,,,,,,,,
