Helena Douglas,http://vignette3.wikia.nocookie.net/deadoralive/images/8/81/DOA5_Helena_Render.png/revision/latest/scale-to-width/220?cb=20130616181821,Dead or Alive
Princess Zelda,//upload.wikimedia.org/wikipedia/en/4/4b/Zelda_png.png,The Legend of Zelda
Grace Nakimura,//upload.wikimedia.org/wikipedia/en/d/d0/Grace_Nakimura_GK1.jpg,Gabriel Knight
Commander Shepard,//upload.wikimedia.org/wikipedia/en/d/df/Commander_Shepard.png,Mass Effect
Rayne (BloodRayne),//upload.wikimedia.org/wikipedia/en/thumb/6/6a/Rayne-japan.png/220px-Rayne-japan.png,BloodRayne
The Boss (Metal Gear),//upload.wikimedia.org/wikipedia/en/thumb/8/8a/The_Boss_%28Metal_Gear%29.png/210px-The_Boss_%28Metal_Gear%29.png,Metal Gear
Cate Archer,//upload.wikimedia.org/wikipedia/en/thumb/8/8e/Cate_Archer.png/200px-Cate_Archer.png,No One Lives Forever
Faith Connors,//upload.wikimedia.org/wikipedia/en/thumb/a/aa/Faith_Connors.png/110px-Faith_Connors.png,Mirror's Edge
Bayonetta (personaje),//upload.wikimedia.org/wikipedia/en/thumb/b/b8/Bayonetta-character.png/250px-Bayonetta-character.png,Bayonetta
Heather Mason,//upload.wikimedia.org/wikipedia/en/thumb/c/c0/Heather_Mason.png/210px-Heather_Mason.png,Silent Hill
Rinoa Heartilly,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/Rinoa_Heartilly.png/220px-Rinoa_Heartilly.png,Final Fantasy
Hana Tsu-Vachel,//upload.wikimedia.org/wikipedia/en/thumb/e/e9/Hana_Tsu-Vachel.jpg/210px-Hana_Tsu-Vachel.jpg,Fear Effect
Miranda Lawson,//upload.wikimedia.org/wikipedia/en/thumb/f/f4/MirandaLawson.png/150px-MirandaLawson.png,Mass Effect
Alma Wade,//upload.wikimedia.org/wikipedia/en/thumb/f/ff/Alma_Wade_Project_Origin.jpg/250px-Alma_Wade_Project_Origin.jpg,F.E.A.R.
Jynx,//upload.wikimedia.org/wikipedia/en/thumb/a/af/Pok%C3%A9mon_Jynx_%28purple%29_art.png/220px-Pok%C3%A9mon_Jynx_%28purple%29_art.png,Pokémon
Misty (Pokémon),//upload.wikimedia.org/wikipedia/en/thumb/b/b1/MistyEP.png/129px-MistyEP.png,Pokémon
Latias and Latios,//upload.wikimedia.org/wikipedia/en/thumb/b/ba/Latias_and_Latios.png/200px-Latias_and_Latios.png,Pokémon
Elena Fisher,//upload.wikimedia.org/wikipedia/en/6/6c/Elena_Fisher.png,Uncharted
Midna,//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Midna.png/225px-Midna.png,The Legend of Zelda
Princess Daisy (character),//upload.wikimedia.org/wikipedia/en/thumb/3/3b/DaisyMarioParty8.png/180px-DaisyMarioParty8.png,Mario
Rosalina,//upload.wikimedia.org/wikipedia/en/thumb/9/9b/Rosalina_from_Super_Mario_Galaxy.png/235px-Rosalina_from_Super_Mario_Galaxy.png,Mario
Birdo (character),//upload.wikimedia.org/wikipedia/en/thumb/f/f9/Birdo-MP9.png/200px-Birdo-MP9.png,Mario
Mother Brain (Metroid),//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Nintendo.svg/32px-Nintendo.svg.png,Metroid
Epona (The Legend of Zelda),//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Triforce.svg/32px-Triforce.svg.png,The Legend of Zelda
Cortana,//upload.wikimedia.org/wikipedia/en/9/9a/Cortana_H4.png,Halo
Elizabeth (BioShock),//upload.wikimedia.org/wikipedia/en/a/a1/Elizabeth_%28BioShock%29.png,BioShock
Rouge the Bat,//upload.wikimedia.org/wikipedia/en/9/9f/Rouge2006.png,Sonic the Hedgehog
Amy Rose,//upload.wikimedia.org/wikipedia/en/thumb/a/ab/Amy_Rose_with_hammer.png/200px-Amy_Rose_with_hammer.png,Sonic the Hedgehog
Yuri Sakazaki,//upload.wikimedia.org/wikipedia/en/9/93/Yuri_Sakazaki.png,"Art of Fighting, The King of Fighters"
Mai Shiranui,//upload.wikimedia.org/wikipedia/en/9/9a/Mai_Shiranui.png,"Fatal Fury, The King of Fighters"
Aerith Gainsborough,//upload.wikimedia.org/wikipedia/en/2/2f/Aerith_Gainsborough.png,Final Fantasy
Tifa Lockhart,//upload.wikimedia.org/wikipedia/en/6/61/Tifa_Lockhart_art.png,Final Fantasy
Yuna (Final Fantasy),//upload.wikimedia.org/wikipedia/en/7/71/Yuna.png,Final Fantasy
Lulu (Final Fantasy),//upload.wikimedia.org/wikipedia/en/thumb/1/1f/Lulu.png/225px-Lulu.png,Final Fantasy
Yuffie Kisaragi,//upload.wikimedia.org/wikipedia/en/thumb/6/6a/Yuffie_Kisaragi.png/235px-Yuffie_Kisaragi.png,Final Fantasy
Franziska von Karma,http://upload.wikimedia.org/wikipedia/en/thumb/1/19/Franziska_von_Karma.png/200px-Franziska_von_Karma.png,Ace Attorney
Athena Asamiya,//upload.wikimedia.org/wikipedia/en/thumb/2/23/Athena_Asamiya.png/175px-Athena_Asamiya.png,"The King of Fighters, SNK vs. Capcom"
Cammy (Street Fighter),//upload.wikimedia.org/wikipedia/en/2/27/Cammy_%28Street_Fighter_character%29.png,Street Fighter
Christie (Dead or Alive),//upload.wikimedia.org/wikipedia/en/2/27/Christie_%28Dead_or_Alive%29.png,Dead or Alive
Sheeva,//upload.wikimedia.org/wikipedia/en/3/3e/SheevaMK2011.png,Mortal Kombat
Julia Chang,//upload.wikimedia.org/wikipedia/en/4/40/Julia-Chang.png,Tekken
Avatar (Ultima),//upload.wikimedia.org/wikipedia/en/4/44/Avatar_Ultima_6.jpg,Ultima
KOS-MOS,//upload.wikimedia.org/wikipedia/en/4/48/KOS-MOS_Xenosaga_3.png,Xenosaga
Shion Uzuki,//upload.wikimedia.org/wikipedia/en/5/5c/Shion.png,Xenosaga
Meryl Silverburgh (Metal Gear),//upload.wikimedia.org/wikipedia/en/8/86/Meryl_Silverburgh.png,Metal Gear
Joanna Dark,//upload.wikimedia.org/wikipedia/en/9/91/Joanna_dark_N64_render.png,Perfect Dark
Zero,//upload.wikimedia.org/wikipedia/en/9/93/Zero_DG3_official_concept_art.jpg,Drakengard
Sarah Bryant (Virtua Fighter),//upload.wikimedia.org/wikipedia/en/9/9e/Sarah_Bryant_%28Virtua_Fighter%29.png,Virtua Fighter
Nilin (Remember Me),//upload.wikimedia.org/wikipedia/en/a/a0/Nilin_%28Remember_Me%29.png,Remember Me
Princess Daphne,//upload.wikimedia.org/wikipedia/en/b/b6/Princess_Daphne_with_Dirk.png,Dragon's Lair
GlaDOS,//upload.wikimedia.org/wikipedia/en/b/bf/Glados.png,Portal
Kasumi (Dead or Alive),//upload.wikimedia.org/wikipedia/en/c/c0/Kasumi_%28Dead_or_Alive%29.png,Dead or Alive
Kitana (Mortal Kombat),//upload.wikimedia.org/wikipedia/en/d/d0/Kitana.png,Mortal Kombat
Nina Williams,//upload.wikimedia.org/wikipedia/en/d/d1/Nina-williams.png,Tekken
Michelle Chang (Tekken),//upload.wikimedia.org/wikipedia/en/d/d5/Michelle_Chang_%28Tekken%29.png,Tekken
Poison (Final Fight),//upload.wikimedia.org/wikipedia/en/d/d7/Poison_SF.png,"Final Fight, Street Fighter"
Chun-Li (Street Fighter),//upload.wikimedia.org/wikipedia/en/f/f4/Chun-Li_tatsunoko.png,Street Fighter
Ayu Tsukimiya,//upload.wikimedia.org/wikipedia/en/f/f9/Ayu_Tsukimiya_Key.jpg,Kanon
Hsien-Ko,//upload.wikimedia.org/wikipedia/en/thumb/0/00/Hsien-Ko_%28Darkstalkers%29.png/250px-Hsien-Ko_%28Darkstalkers%29.png,Darkstalkers
Sakura Kasugano,//upload.wikimedia.org/wikipedia/en/thumb/0/01/Sakura_Kasugano.png/235px-Sakura_Kasugano.png,Street Fighter
Black Orchid (Killer Instinct),//upload.wikimedia.org/wikipedia/en/thumb/0/02/Orchid_%28Killer_Instinct%29.png/225px-Orchid_%28Killer_Instinct%29.png,Killer Instinct
Navi (The Legend of Zelda),//upload.wikimedia.org/wikipedia/en/thumb/0/04/Navi_%28The_Legend_of_Zelda%29.png/230px-Navi_%28The_Legend_of_Zelda%29.png,The Legend of Zelda
Sniper Wolf,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Sniper_Wolf.png/234px-Sniper_Wolf.png,Metal Gear
Ivy Valentine,//upload.wikimedia.org/wikipedia/en/thumb/0/0e/Ivy_Valentine.png/170px-Ivy_Valentine.png,Soul
Jade (Beyond Good & Evil),//upload.wikimedia.org/wikipedia/en/thumb/1/17/Jade-Beyond_Good_%26_Evil.png/250px-Jade-Beyond_Good_%26_Evil.png,Beyond Good & Evil
Jun Kazama (character),//upload.wikimedia.org/wikipedia/en/thumb/2/20/Jun_Kazama_%28TTT2%29.png/175px-Jun_Kazama_%28TTT2%29.png,Tekken
Makoto (Street Fighter),//upload.wikimedia.org/wikipedia/en/thumb/2/20/Makoto.png/250px-Makoto.png,Street Fighter
Samus Aran,//upload.wikimedia.org/wikipedia/en/thumb/2/21/Metroidprime3_1.png/225px-Metroidprime3_1.png,Metroid
Sophitia Alexandra,//upload.wikimedia.org/wikipedia/en/thumb/2/23/Sophitia.png/225px-Sophitia.png,Soul
Terra Branford (Final Fantasy),//upload.wikimedia.org/wikipedia/en/thumb/2/23/Terra_Branford_N.png/225px-Terra_Branford_N.png,Final Fantasy
Alyx Vance,//upload.wikimedia.org/wikipedia/en/thumb/2/2b/Alyx_Vance.png/240px-Alyx_Vance.png,Half-Life
I-No,//upload.wikimedia.org/wikipedia/en/thumb/2/2f/I_No_Guilty_Gear.png/200px-I_No_Guilty_Gear.png,Guilty Gear
Rebecca Chambers,//upload.wikimedia.org/wikipedia/en/thumb/3/31/Rebecca_Chambers_Resident_Evil_0.png/220px-Rebecca_Chambers_Resident_Evil_0.png,Resident Evil
Madison Paige,//upload.wikimedia.org/wikipedia/en/thumb/3/35/Madison_Paige.png/220px-Madison_Paige.png,Heavy Rain
Elena (Street Fighter),//upload.wikimedia.org/wikipedia/en/thumb/3/37/Elena_Street_Fighter.png/210px-Elena_Street_Fighter.png,Street Fighter
Juri (Street Fighter),//upload.wikimedia.org/wikipedia/en/thumb/3/37/Juri.png/250px-Juri.png,Street Fighter
Hitomi (Dead or Alive),//upload.wikimedia.org/wikipedia/en/thumb/3/3d/Hitomi_%28Dead_or_Alive%29.png/220px-Hitomi_%28Dead_or_Alive%29.png,Dead or Alive
Chell,//upload.wikimedia.org/wikipedia/en/thumb/4/40/Chell.png/220px-Chell.png,Portal
Rikku,//upload.wikimedia.org/wikipedia/en/thumb/4/44/Rikku.png/190px-Rikku.png,Final Fantasy
Clementine (The Walking Dead),//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Clementine_walking_dead.png/250px-Clementine_walking_dead.png,The Walking Dead
EVA (Metal Gear),//upload.wikimedia.org/wikipedia/en/thumb/4/4f/EVA_%28Metal_Gear%29.png/200px-EVA_%28Metal_Gear%29.png,Metal Gear
Momiji (Ninja Gaiden),//upload.wikimedia.org/wikipedia/en/thumb/4/4f/Momiji_NG3RE.png/256px-Momiji_NG3RE.png,Ninja Gaiden
Taki (Soul Calibur),//upload.wikimedia.org/wikipedia/en/thumb/5/50/Taki_Soulcalibur_IV.png/256px-Taki_Soulcalibur_IV.png,Soul
Jill Valentine,//upload.wikimedia.org/wikipedia/en/thumb/5/54/Jill_Valentine.png/210px-Jill_Valentine.png,Resident Evil
SHODAN,//upload.wikimedia.org/wikipedia/en/thumb/5/55/SHODAN_hires.jpg/250px-SHODAN_hires.jpg,System Shock
Chai Xianghua (Soul Calibur),//upload.wikimedia.org/wikipedia/en/thumb/5/57/Chai_Xianghua.png/225px-Chai_Xianghua.png,Soul
Etna (Disgaea),//upload.wikimedia.org/wikipedia/en/thumb/5/57/Etna_%28Disgaea%29.png/235px-Etna_%28Disgaea%29.png,Disgaea
Mileena (Mortal Kombat),//upload.wikimedia.org/wikipedia/en/thumb/5/58/Mileena_MK9.png/220px-Mileena_MK9.png,Mortal Kombat
Annah-of-the-Shadows,//upload.wikimedia.org/wikipedia/en/thumb/5/59/Annah-of-the-Shadows_concept.png/230px-Annah-of-the-Shadows_concept.png,Planescape
Talim (Soul Calibur),//upload.wikimedia.org/wikipedia/en/thumb/5/5e/Talim_SCII.png/165px-Talim_SCII.png,Soul
Morrigan Aensland,//upload.wikimedia.org/wikipedia/en/thumb/6/64/Morrigan%28Darkstalkers%29.png/250px-Morrigan%28Darkstalkers%29.png,Darkstalkers
Tira (Soulcalibur),//upload.wikimedia.org/wikipedia/en/thumb/6/67/Tira-soul3art.png/235px-Tira-soul3art.png,Soul
Rachel (Ninja Gaiden),//upload.wikimedia.org/wikipedia/en/thumb/6/6b/Rachel_%28Ninja_Gaiden%29.png/265px-Rachel_%28Ninja_Gaiden%29.png,Ninja Gaiden
Tina Armstrong,//upload.wikimedia.org/wikipedia/en/thumb/7/70/Tina_Armstrong.png/220px-Tina_Armstrong.png,Dead or Alive
Mona Sax (character),//upload.wikimedia.org/wikipedia/en/thumb/7/7a/Mona_Sax_MP2.jpg/225px-Mona_Sax_MP2.jpg,Max Payne
Aya Brea,//upload.wikimedia.org/wikipedia/en/thumb/7/7b/Aya_Brea_CG_render.PNG/140px-Aya_Brea_CG_render.PNG,Parasite Eve
Alisa Bosconovitch,//upload.wikimedia.org/wikipedia/en/thumb/7/7d/Alisa_Bosconovitch_TTT2.png/225px-Alisa_Bosconovitch_TTT2.png,Tekken
Asuka Kazama,//upload.wikimedia.org/wikipedia/en/thumb/7/7d/Asuka-Kazama.png/200px-Asuka-Kazama.png,Tekken
Ibuki (Street Fighter),//upload.wikimedia.org/wikipedia/en/thumb/8/85/Ibuki_%28Street_Fighter%29.png/255px-Ibuki_%28Street_Fighter%29.png,Street Fighter
Rose (Street Fighter),//upload.wikimedia.org/wikipedia/en/thumb/8/86/Rose_%28Street_Fighter%29.png/250px-Rose_%28Street_Fighter%29.png,Street Fighter
Maki Genryusai,//upload.wikimedia.org/wikipedia/en/thumb/8/89/Maki_Genryusai.png/234px-Maki_Genryusai.png,"Final Fight, Street Fighter"
Sonya Blade,//upload.wikimedia.org/wikipedia/en/thumb/8/8c/Sonyablade-render.png/220px-Sonyablade-render.png,Mortal Kombat
Elexis Sinclaire,//upload.wikimedia.org/wikipedia/en/thumb/8/8d/Elexis_Sinclaire.jpg/250px-Elexis_Sinclaire.jpg,SiN
Ling Xiaoyu,//upload.wikimedia.org/wikipedia/en/thumb/9/98/Ling_Xiaoyu.png/235px-Ling_Xiaoyu.png,Tekken
Sheva Alomar,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Sheva_Alomar.png/210px-Sheva_Alomar.png,Resident Evil
Tali'Zorah,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Tali%27Zorah.png/150px-Tali%27Zorah.png,Mass Effect
Cassandra Alexandra,//upload.wikimedia.org/wikipedia/en/thumb/a/a8/Cassandra_Alexandra.png/225px-Cassandra_Alexandra.png,Soul
Multi (To Heart),//upload.wikimedia.org/wikipedia/en/thumb/a/a9/HMX-12_Multi.jpg/150px-HMX-12_Multi.jpg,To Heart
Hildegard von Krone,//upload.wikimedia.org/wikipedia/en/thumb/b/b1/Hilde.png/230px-Hilde.png,Soul
Millia Rage,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Millia_Rage_GG.png/245px-Millia_Rage_GG.png,Guilty Gear
Elaine Marley,//upload.wikimedia.org/wikipedia/en/thumb/b/b5/Elaine_Marley.png/220px-Elaine_Marley.png,Monkey Island
Lili (Tekken),//upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lili_Tekken_Render.png/200px-Lili_Tekken_Render.png,Tekken
Anna Williams (Tekken),//upload.wikimedia.org/wikipedia/en/thumb/b/ba/Anna-williams.png/190px-Anna-williams.png,Tekken
Claire Redfield,//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Claire_Redfield.png/235px-Claire_Redfield.png,Resident Evil
Sarah Kerrigan,//upload.wikimedia.org/wikipedia/en/thumb/b/bd/Sarah_Kerrigan_%28StarCraft%29.png/235px-Sarah_Kerrigan_%28StarCraft%29.png,StarCraft
April Ryan,//upload.wikimedia.org/wikipedia/en/thumb/b/be/Evolution_of_April_Ryan.png/250px-Evolution_of_April_Ryan.png,The Longest Journey
Amaterasu Ōmikami,//upload.wikimedia.org/wikipedia/en/thumb/c/c2/Okami_Amaterasu.png/235px-Okami_Amaterasu.png,Ōkami
Christie Monteiro,//upload.wikimedia.org/wikipedia/en/thumb/c/c6/Christie-Monteiro.png/230px-Christie-Monteiro.png,Tekken
Dark Queen (Battletoads),//upload.wikimedia.org/wikipedia/en/thumb/c/c7/Dark_Queen_Super_Battletoads.jpg/250px-Dark_Queen_Super_Battletoads.jpg,Battletoads
Jade (Mortal Kombat),//upload.wikimedia.org/wikipedia/en/thumb/c/c7/Jade_%28Mortal_Kombat%29.png/230px-Jade_%28Mortal_Kombat%29.png,Mortal Kombat
Aqua (Kingdom Hearts),//upload.wikimedia.org/wikipedia/en/thumb/c/c8/Aquaconceptart.jpg/175px-Aquaconceptart.jpg,Kingdom Hearts
Lara Croft,//upload.wikimedia.org/wikipedia/en/thumb/c/cb/Lara_Croft_%282013%29.png/240px-Lara_Croft_%282013%29.png,Tomb Raider
Lightning (Final Fantasy),//upload.wikimedia.org/wikipedia/en/thumb/c/ce/Lightning_CG.png/180px-Lightning_CG.png,Final Fantasy
Sindel (Mortal Kombat),//upload.wikimedia.org/wikipedia/en/thumb/d/d2/Sindel-mk9.png/250px-Sindel-mk9.png,Mortal Kombat
Ayane (Dead or Alive),//upload.wikimedia.org/wikipedia/en/thumb/d/d4/Ayane_%28Dead_or_Alive%29.png/256px-Ayane_%28Dead_or_Alive%29.png,"Dead or Alive, Ninja Gaiden"
Princess Peach,//upload.wikimedia.org/wikipedia/en/thumb/d/d5/Peach_%28Super_Mario_3D_World%29.png/250px-Peach_%28Super_Mario_3D_World%29.png,Mario
Chloe Frazer,//upload.wikimedia.org/wikipedia/en/thumb/d/d6/Chloe_Frazer.png/250px-Chloe_Frazer.png,Uncharted
Ada Wong,//upload.wikimedia.org/wikipedia/en/thumb/d/da/Ada_Wong.png/250px-Ada_Wong.png,Resident Evil
Chie Satonaka,//upload.wikimedia.org/wikipedia/en/thumb/d/dc/ChieSatonaka.png/200px-ChieSatonaka.png,Shin Megami Tensei: Persona
Ayame (Tenchu),//upload.wikimedia.org/wikipedia/en/thumb/e/e4/Ayame_%28Tenchu%29.png/255px-Ayame_%28Tenchu%29.png,Tenchu
Carmen Sandiego (character),//upload.wikimedia.org/wikipedia/en/thumb/e/ed/Carmen_Sandiego.png/250px-Carmen_Sandiego.png,Carmen Sandiego
Blue Mary,//upload.wikimedia.org/wikipedia/en/thumb/e/ef/Bluemary.png/222px-Bluemary.png,"Fatal Fury, The King of Fighters"
Crimson Viper,//upload.wikimedia.org/wikipedia/en/thumb/f/f0/CrimsonViper.png/225px-CrimsonViper.png,Street Fighter
Aigis (Shin Megami Tensei: Persona),//upload.wikimedia.org/wikipedia/en/thumb/f/f3/AigisPersona.png/150px-AigisPersona.png,Shin Megami Tensei: Persona
Felicia (Darkstalkers),//upload.wikimedia.org/wikipedia/en/thumb/f/f4/Darkstalkers-felicia.png/250px-Darkstalkers-felicia.png,Darkstalkers
